Time (s),Amplitude
9.644736842105263e-08,99999999.77863066
9.657894736842106e-08,99999999.78670037
9.671052631578947e-08,99999999.79478467
9.684210526315789e-08,99999999.80288297
9.697368421052632e-08,99999999.81099476
9.710526315789473e-08,99999999.81911947
9.723684210526316e-08,99999999.82725653
9.736842105263158e-08,99999999.83540541
9.75e-08,99999999.84356554
9.763157894736842e-08,99999999.85173635
9.776315789473684e-08,99999999.8599173
9.789473684210527e-08,99999999.86810783
9.802631578947368e-08,99999999.87630737
9.815789473684211e-08,99999999.88451536
9.828947368421053e-08,99999999.89273125
9.842105263157894e-08,99999999.90095447
9.855263157894737e-08,99999999.90918446
9.868421052631579e-08,99999999.91742066
9.881578947368422e-08,99999999.92566249
9.894736842105263e-08,99999999.93390942
9.907894736842105e-08,99999999.94216086
9.921052631578948e-08,99999999.95041625
9.934210526315789e-08,99999999.95867503
9.947368421052632e-08,99999999.96693663
9.960526315789474e-08,99999999.97520049
9.973684210526316e-08,99999999.98346606
9.986842105263158e-08,99999999.99173275
1e-07,120000000.0
1.0013157894736842e-07,120000000.00826725
1.0026315789473684e-07,120000000.01653394
1.0039473684210527e-07,120000000.02479951
1.0052631578947368e-07,120000000.03306337
1.006578947368421e-07,120000000.04132497
1.0078947368421053e-07,120000000.04958375
1.0092105263157894e-07,120000000.05783914
1.0105263157894737e-07,120000000.06609058
1.0118421052631579e-07,120000000.07433751
1.013157894736842e-07,120000000.08257934
1.0144736842105263e-07,120000000.09081554
1.0157894736842105e-07,120000000.09904553
1.0171052631578948e-07,120000000.10726875
1.018421052631579e-07,120000000.11548464
1.0197368421052632e-07,120000000.12369263
1.0210526315789474e-07,120000000.13189217
1.0223684210526315e-07,120000000.1400827
1.0236842105263158e-07,120000000.14826365
1.025e-07,120000000.15643446
1.0263157894736843e-07,120000000.16459459
1.0276315789473684e-07,120000000.17274347
1.0289473684210526e-07,120000000.18088053
1.0302631578947369e-07,120000000.18900524
1.031578947368421e-07,120000000.19711703
1.0328947368421053e-07,120000000.20521533
1.0342105263157895e-07,120000000.21329963
1.0355263157894736e-07,120000000.22136934
1.0368421052631579e-07,120000000.22942393
1.0381578947368421e-07,120000000.23746282
1.0394736842105264e-07,120000000.24548548
1.0407894736842105e-07,120000000.25349137
1.0421052631578947e-07,120000000.26147994
1.043421052631579e-07,120000000.26945063
1.0447368421052631e-07,120000000.27740291
1.0460526315789474e-07,120000000.28533623
1.0473684210526316e-07,120000000.29325004
1.0486842105263158e-07,120000000.30114381
1.05e-07,120000000.30901699
1.0513157894736842e-07,120000000.31686907
1.0526315789473685e-07,120000000.32469948
1.0539473684210526e-07,120000000.33250768
1.0552631578947369e-07,120000000.34029317
1.056578947368421e-07,120000000.3480554
1.0578947368421052e-07,120000000.35579385
1.0592105263157895e-07,120000000.36350797
1.0605263157894737e-07,120000000.37119725
1.061842105263158e-07,120000000.37886116
1.0631578947368421e-07,120000000.38649917
1.0644736842105263e-07,120000000.39411077
1.0657894736842105e-07,120000000.40169543
1.0671052631578947e-07,120000000.40925263
1.068421052631579e-07,120000000.41678186
1.0697368421052631e-07,120000000.42428261
1.0710526315789474e-07,120000000.43175435
1.0723684210526316e-07,120000000.43919659
1.0736842105263157e-07,120000000.44660881
1.075e-07,120000000.4539905
1.0763157894736842e-07,120000000.46134116
1.0776315789473685e-07,120000000.4686603
1.0789473684210526e-07,120000000.4759474
1.0802631578947368e-07,120000000.48320197
1.0815789473684211e-07,120000000.4904235
1.0828947368421052e-07,120000000.49761152
1.0842105263157895e-07,120000000.50476554
1.0855263157894737e-07,120000000.51188505
1.0868421052631578e-07,120000000.51896958
1.0881578947368421e-07,120000000.52601863
1.0894736842105263e-07,120000000.53303173
1.0907894736842106e-07,120000000.5400084
1.0921052631578947e-07,120000000.54694816
1.093421052631579e-07,120000000.55385053
1.0947368421052632e-07,120000000.56071506
1.0960526315789473e-07,120000000.56754126
1.0973684210526316e-07,120000000.57432866
1.0986842105263158e-07,120000000.58107682
1.1e-07,120000000.58778526
1.1013157894736842e-07,120000000.59445351
1.1026315789473684e-07,120000000.60108115
1.1039473684210527e-07,120000000.6076677
1.1052631578947368e-07,120000000.6142127
1.1065789473684211e-07,120000000.62071575
1.1078947368421053e-07,120000000.62717636
1.1092105263157894e-07,120000000.6335941
1.1105263157894737e-07,120000000.63996854
1.1118421052631579e-07,120000000.64629924
1.1131578947368421e-07,120000000.65258576
1.1144736842105263e-07,120000000.65882768
1.1157894736842106e-07,120000000.66502458
1.1171052631578947e-07,120000000.671176
1.1184210526315789e-07,120000000.67728157
1.1197368421052632e-07,120000000.68334085
1.1210526315789473e-07,120000000.6893534
1.1223684210526316e-07,120000000.69531886
1.1236842105263158e-07,120000000.70123678
1.125e-07,120000000.70710678
1.1263157894736842e-07,120000000.71292844
1.1276315789473684e-07,120000000.71870139
1.1289473684210527e-07,120000000.72442521
1.1302631578947368e-07,120000000.73009951
1.131578947368421e-07,120000000.73572391
1.1328947368421053e-07,120000000.74129802
1.1342105263157894e-07,120000000.74682148
1.1355263157894737e-07,120000000.75229388
1.1368421052631579e-07,120000000.75771487
1.138157894736842e-07,120000000.76308407
1.1394736842105263e-07,120000000.76840112
1.1407894736842105e-07,120000000.77366564
1.1421052631578948e-07,120000000.77887727
1.1434210526315789e-07,120000000.78403568
1.1447368421052632e-07,120000000.78914051
1.1460526315789474e-07,120000000.79419139
1.1473684210526315e-07,120000000.799188
1.1486842105263158e-07,120000000.80412997
1.15e-07,120000000.80901699
1.1513157894736843e-07,120000000.81384872
1.1526315789473684e-07,120000000.81862481
1.1539473684210526e-07,120000000.82334496
1.1552631578947369e-07,120000000.82800883
1.156578947368421e-07,120000000.8326161
1.1578947368421053e-07,120000000.83716647
1.1592105263157895e-07,120000000.84165964
1.1605263157894736e-07,120000000.84609525
1.1618421052631579e-07,120000000.85047305
1.163157894736842e-07,120000000.85479271
1.1644736842105264e-07,120000000.85905395
1.1657894736842105e-07,120000000.86325648
1.1671052631578948e-07,120000000.8674
1.168421052631579e-07,120000000.87148425
1.1697368421052631e-07,120000000.87550892
1.1710526315789474e-07,120000000.87947375
1.1723684210526316e-07,120000000.88337848
1.1736842105263158e-07,120000000.88722283
1.175e-07,120000000.89100653
1.1763157894736842e-07,120000000.89472933
1.1776315789473684e-07,120000000.89839098
1.1789473684210526e-07,120000000.90199123
1.1802631578947369e-07,120000000.90552983
1.181578947368421e-07,120000000.90900654
1.1828947368421052e-07,120000000.9124211
1.1842105263157895e-07,120000000.91577333
1.1855263157894736e-07,120000000.91906294
1.186842105263158e-07,120000000.92228976
1.1881578947368421e-07,120000000.92545353
1.1894736842105264e-07,120000000.92855404
1.1907894736842105e-07,120000000.9315911
1.1921052631578947e-07,120000000.93456447
1.1934210526315788e-07,120000000.93747397
1.1947368421052633e-07,120000000.94031939
1.1960526315789474e-07,120000000.94310054
1.1973684210526316e-07,120000000.94581725
1.1986842105263157e-07,120000000.9484693
1.2e-07,120000000.95105651
1.2013157894736843e-07,120000000.95357874
1.2026315789473685e-07,120000000.95603578
1.2039473684210526e-07,120000000.95842749
1.2052631578947368e-07,120000000.96075368
1.206578947368421e-07,120000000.9630142
1.2078947368421054e-07,120000000.9652089
1.2092105263157895e-07,120000000.96733765
1.2105263157894737e-07,120000000.96940027
1.2118421052631578e-07,120000000.97139663
1.213157894736842e-07,120000000.9733266
1.2144736842105264e-07,120000000.97519004
1.2157894736842106e-07,120000000.97698683
1.2171052631578947e-07,120000000.97871685
1.218421052631579e-07,120000000.98037997
1.219736842105263e-07,120000000.98197608
1.2210526315789474e-07,120000000.98350507
1.2223684210526316e-07,120000000.98496684
1.2236842105263158e-07,120000000.98636131
1.225e-07,120000000.98768835
1.2263157894736843e-07,120000000.98894787
1.2276315789473685e-07,120000000.99013981
1.2289473684210527e-07,120000000.99126408
1.2302631578947368e-07,120000000.99232058
1.231578947368421e-07,120000000.99330926
1.2328947368421054e-07,120000000.99423006
1.2342105263157895e-07,120000000.9950829
1.2355263157894737e-07,120000000.99586773
1.2368421052631579e-07,120000000.99658449
1.238157894736842e-07,120000000.99723314
1.2394736842105264e-07,120000000.99781363
1.2407894736842106e-07,120000000.99832591
1.2421052631578947e-07,120000000.99876997
1.243421052631579e-07,120000000.99914576
1.244736842105263e-07,120000000.99945326
1.2460526315789475e-07,120000000.99969244
1.2473684210526316e-07,120000000.99986331
1.2486842105263158e-07,120000000.99996583
1.25e-07,120000001.0
1.251315789473684e-07,120000000.99996583
1.2526315789473685e-07,120000000.99986331
1.2539473684210527e-07,120000000.99969244
1.2552631578947368e-07,120000000.99945326
1.256578947368421e-07,120000000.99914576
1.2578947368421051e-07,120000000.99876997
1.2592105263157896e-07,120000000.99832591
1.2605263157894737e-07,120000000.99781363
1.261842105263158e-07,120000000.99723314
1.263157894736842e-07,120000000.99658449
1.2644736842105262e-07,120000000.99586773
1.2657894736842106e-07,120000000.9950829
1.2671052631578948e-07,120000000.99423006
1.268421052631579e-07,120000000.99330926
1.269736842105263e-07,120000000.99232058
1.2710526315789475e-07,120000000.99126408
1.2723684210526317e-07,120000000.99013981
1.2736842105263158e-07,120000000.98894787
1.275e-07,120000000.98768835
1.276315789473684e-07,120000000.98636131
1.2776315789473685e-07,120000000.98496684
1.2789473684210527e-07,120000000.98350507
1.2802631578947369e-07,120000000.98197608
1.281578947368421e-07,120000000.98037997
1.2828947368421052e-07,120000000.97871685
1.2842105263157896e-07,120000000.97698683
1.2855263157894737e-07,120000000.97519004
1.286842105263158e-07,120000000.9733266
1.288157894736842e-07,120000000.97139663
1.2894736842105262e-07,120000000.96940027
1.2907894736842106e-07,120000000.96733765
1.2921052631578948e-07,120000000.9652089
1.293421052631579e-07,120000000.9630142
1.294736842105263e-07,120000000.96075368
1.2960526315789473e-07,120000000.95842749
1.2973684210526317e-07,120000000.95603578
1.2986842105263158e-07,120000000.95357874
1.3e-07,120000000.95105651
1.3013157894736842e-07,120000000.9484693
1.3026315789473683e-07,120000000.94581725
1.3039473684210527e-07,120000000.94310054
1.305263157894737e-07,120000000.94031939
1.306578947368421e-07,120000000.93747397
1.3078947368421052e-07,120000000.93456447
1.3092105263157894e-07,120000000.9315911
1.3105263157894738e-07,120000000.92855404
1.311842105263158e-07,120000000.92545353
1.313157894736842e-07,120000000.92228976
1.3144736842105262e-07,120000000.91906294
1.3157894736842104e-07,120000000.91577333
1.3171052631578948e-07,120000000.9124211
1.318421052631579e-07,120000000.90900654
1.319736842105263e-07,120000000.90552983
1.3210526315789473e-07,120000000.90199123
1.3223684210526317e-07,120000000.89839098
1.3236842105263159e-07,120000000.89472933
1.325e-07,120000000.89100653
1.3263157894736842e-07,120000000.88722283
1.3276315789473683e-07,120000000.88337848
1.3289473684210528e-07,120000000.87947375
1.330263157894737e-07,120000000.87550892
1.331578947368421e-07,120000000.87148425
1.3328947368421052e-07,120000000.8674
1.3342105263157894e-07,120000000.86325648
1.3355263157894738e-07,120000000.85905395
1.336842105263158e-07,120000000.85479271
1.338157894736842e-07,120000000.85047305
1.3394736842105263e-07,120000000.84609525
1.3407894736842104e-07,120000000.84165964
1.3421052631578948e-07,120000000.83716647
1.343421052631579e-07,120000000.8326161
1.3447368421052632e-07,120000000.82800883
1.3460526315789473e-07,120000000.82334496
