TIME (S),Amplitude (V)
-2.59288125e-06,1.42046875e-01
-2.59284125e-06,1.11046875e-01
-2.59280125e-06,9.54531250e-02
-2.59276125e-06,7.17968750e-02
-2.59272125e-06,1.52656250e-02
-2.59268125e-06,-1.73125000e-02
-2.59264125e-06,-1.75156250e-02
-2.59260125e-06,-1.57031250e-02
-2.59256125e-06,-7.09375000e-03
-2.59252125e-06,9.70312500e-03
-2.59248125e-06,4.95937500e-02
-2.59244125e-06,9.70000000e-02
-2.59240125e-06,1.16453125e-01
-2.59236125e-06,1.24859375e-01
-2.59232125e-06,1.43578125e-01
-2.59228125e-06,1.47625000e-01
-2.59224125e-06,1.06250000e-01
-2.59220125e-06,5.59218750e-02
-2.59216125e-06,3.38281250e-02
-2.59212125e-06,9.59375000e-03
-2.59208125e-06,-1.92500000e-02
-2.59204125e-06,-3.09218750e-02
-2.59200125e-06,-1.98593750e-02
-2.59196125e-06,1.74687500e-02
-2.59192125e-06,4.27500000e-02
-2.59188125e-06,6.19843750e-02
-2.59184125e-06,1.07828125e-01
-2.59180125e-06,1.36968750e-01
-2.59176125e-06,1.41656250e-01
-2.59172125e-06,1.27015625e-01
-2.59168125e-06,1.06390625e-01
-2.59164125e-06,9.54062500e-02
-2.59160125e-06,4.62031250e-02
-2.59156125e-06,-1.84375000e-03
-2.59152125e-06,-1.17187500e-02
-2.59148125e-06,-1.21562500e-02
-2.59144125e-06,-1.39062500e-02
-2.59140125e-06,-2.05468750e-02
-2.59136125e-06,2.30625000e-02
-2.59132125e-06,8.31718750e-02
-2.59128125e-06,9.64531250e-02
-2.59124125e-06,1.12453125e-01
-2.59120125e-06,1.35562500e-01
-2.59116125e-06,1.49281250e-01
-2.59112125e-06,1.28671875e-01
-2.59108125e-06,7.67812500e-02
-2.59104125e-06,5.28906250e-02
-2.59100125e-06,2.85625000e-02
-2.59096125e-06,-8.45312500e-03
-2.59092125e-06,-2.89843750e-02
-2.59088125e-06,-2.80468750e-02
-2.59084125e-06,1.05312500e-02
-2.59080125e-06,3.06718750e-02
-2.59076125e-06,3.46718750e-02
-2.59072125e-06,8.87187500e-02
-2.59068125e-06,1.32187500e-01
-2.59064125e-06,1.36890625e-01
-2.59060125e-06,1.35812500e-01
-2.59056125e-06,1.27968750e-01
-2.59052125e-06,1.11234375e-01
-2.59048125e-06,6.20000000e-02
-2.59044125e-06,1.33906250e-02
-2.59040125e-06,5.07812500e-03
-2.59036125e-06,-3.09375000e-03
-2.59032125e-06,-1.74218750e-02
-2.59028125e-06,-1.76406250e-02
-2.59024125e-06,9.87500000e-03
-2.59020125e-06,5.30468750e-02
-2.59016125e-06,7.69843750e-02
-2.59012125e-06,1.02000000e-01
-2.59008125e-06,1.33343750e-01
-2.59004125e-06,1.49015625e-01
-2.59000125e-06,1.34625000e-01
-2.58996125e-06,9.36406250e-02
-2.58992125e-06,7.35468750e-02
-2.58988125e-06,5.62968750e-02
-2.58984125e-06,1.17812500e-02
-2.58980125e-06,-2.43125000e-02
-2.58976125e-06,-2.80937500e-02
-2.58972125e-06,-3.14062500e-03
-2.58968125e-06,9.28125000e-03
-2.58964125e-06,2.18281250e-02
-2.58960125e-06,7.49531250e-02
-2.58956125e-06,1.09687500e-01
-2.58952125e-06,1.16656250e-01
-2.58948125e-06,1.33859375e-01
-2.58944125e-06,1.38015625e-01
-2.58940125e-06,1.31281250e-01
-2.58936125e-06,9.55937500e-02
-2.58932125e-06,3.43437500e-02
-2.58928125e-06,1.64843750e-02
-2.58924125e-06,8.31250000e-03
-2.58920125e-06,-2.12968750e-02
-2.58916125e-06,-2.80468750e-02
-2.58912125e-06,-3.84375000e-03
-2.58908125e-06,3.62656250e-02
-2.58904125e-06,5.81093750e-02
-2.58900125e-06,8.34062500e-02
-2.58896125e-06,1.24468750e-01
-2.58892125e-06,1.40406250e-01
-2.58888125e-06,1.38593750e-01
-2.58884125e-06,1.13734375e-01
-2.58880125e-06,9.15468750e-02
-2.58876125e-06,7.46562500e-02
-2.58872125e-06,2.58281250e-02
-2.58868125e-06,-1.40000000e-02
-2.58864125e-06,-2.18593750e-02
-2.58860125e-06,-9.42187500e-03
-2.58856125e-06,-7.57812500e-03
-2.58852125e-06,5.15625000e-04
-2.58848125e-06,5.24687500e-02
-2.58844125e-06,8.94687500e-02
-2.58840125e-06,1.12187500e-01
-2.58836125e-06,1.31671875e-01
-2.58832125e-06,1.35765625e-01
-2.58828125e-06,1.45921875e-01
-2.58824125e-06,1.09015625e-01
-2.58820125e-06,5.50937500e-02
-2.58816125e-06,3.92656250e-02
-2.58812125e-06,1.32031250e-02
-2.58808125e-06,-1.72031250e-02
-2.58804125e-06,-3.36875000e-02
-2.58800125e-06,-1.42500000e-02
-2.58796125e-06,2.71562500e-02
-2.58792125e-06,3.76250000e-02
-2.58788125e-06,5.90000000e-02
-2.58784125e-06,1.08906250e-01
-2.58780125e-06,1.44781250e-01
-2.58776125e-06,1.43843750e-01
-2.58772125e-06,1.19062500e-01
-2.58768125e-06,1.13984375e-01
-2.58764125e-06,1.00843750e-01
-2.58760125e-06,4.10156250e-02
-2.58756125e-06,-5.40625000e-03
-2.58752125e-06,-8.82812500e-03
-2.58748125e-06,-1.09218750e-02
-2.58744125e-06,-2.12812500e-02
-2.58740125e-06,-9.82812500e-03
-2.58736125e-06,3.24062500e-02
-2.58732125e-06,7.29687500e-02
-2.58728125e-06,9.41093750e-02
-2.58724125e-06,1.13234375e-01
-2.58720125e-06,1.43062500e-01
-2.58716125e-06,1.49062500e-01
-2.58712125e-06,1.17843750e-01
-2.58708125e-06,8.31406250e-02
-2.58704125e-06,5.47656250e-02
-2.58700125e-06,2.71718750e-02
-2.58696125e-06,-1.08437500e-02
-2.58692125e-06,-2.97343750e-02
-2.58688125e-06,-1.60156250e-02
-2.58684125e-06,-6.40625000e-04
-2.58680125e-06,2.20781250e-02
-2.58676125e-06,4.77968750e-02
-2.58672125e-06,9.14687500e-02
-2.58668125e-06,1.35406250e-01
-2.58664125e-06,1.32781250e-01
-2.58660125e-06,1.22406250e-01
-2.58656125e-06,1.21609375e-01
-2.58652125e-06,1.11984375e-01
-2.58648125e-06,6.98750000e-02
-2.58644125e-06,1.25937500e-02
-2.58640125e-06,-6.87500000e-03
-2.58636125e-06,-1.00000000e-02
-2.58632125e-06,-1.90625000e-02
-2.58628125e-06,-2.07968750e-02
-2.58624125e-06,5.29687500e-03
-2.58620125e-06,5.46406250e-02
-2.58616125e-06,8.81718750e-02
-2.58612125e-06,1.06125000e-01
-2.58608125e-06,1.26203125e-01
-2.58604125e-06,1.47703125e-01
-2.58600125e-06,1.39203125e-01
-2.58596125e-06,9.41875000e-02
-2.58592125e-06,7.34843750e-02
-2.58588125e-06,5.51562500e-02
-2.58584125e-06,1.96875000e-03
-2.58580125e-06,-2.52343750e-02
-2.58576125e-06,-2.12500000e-02
-2.58572125e-06,-6.32812500e-03
-2.58568125e-06,8.46875000e-03
-2.58564125e-06,2.55937500e-02
-2.58560125e-06,7.56250000e-02
-2.58556125e-06,1.11781250e-01
-2.58552125e-06,1.29296875e-01
-2.58548125e-06,1.36953125e-01
-2.58544125e-06,1.25078125e-01
-2.58540125e-06,1.28625000e-01
-2.58536125e-06,9.27343750e-02
-2.58532125e-06,3.22656250e-02
-2.58528125e-06,1.56250000e-02
-2.58524125e-06,-8.75000000e-04
-2.58520125e-06,-2.54531250e-02
-2.58516125e-06,-3.01093750e-02
-2.58512125e-06,-1.25000000e-03
-2.58508125e-06,3.68437500e-02
-2.58504125e-06,6.11406250e-02
-2.58500125e-06,9.11718750e-02
-2.58496125e-06,1.19968750e-01
-2.58492125e-06,1.45812500e-01
-2.58488125e-06,1.43437500e-01
-2.58484125e-06,1.05890625e-01
-2.58480125e-06,8.73281250e-02
-2.58476125e-06,6.61093750e-02
-2.58472125e-06,2.00312500e-02
-2.58468125e-06,-1.70468750e-02
-2.58464125e-06,-2.84218750e-02
-2.58460125e-06,-9.21875000e-03
-2.58456125e-06,-1.25000000e-04
-2.58452125e-06,9.25000000e-03
-2.58448125e-06,6.08125000e-02
-2.58444125e-06,1.00031250e-01
-2.58440125e-06,1.16828125e-01
-2.58436125e-06,1.29203125e-01
-2.58432125e-06,1.31546875e-01
-2.58428125e-06,1.37406250e-01
-2.58424125e-06,9.76562500e-02
-2.58420125e-06,3.67500000e-02
-2.58416125e-06,2.13437500e-02
-2.58412125e-06,2.68750000e-03
-2.58408125e-06,-1.93281250e-02
-2.58404125e-06,-2.71562500e-02
-2.58400125e-06,-1.61562500e-02
-2.58396125e-06,2.38125000e-02
-2.58392125e-06,4.44375000e-02
-2.58388125e-06,7.38437500e-02
-2.58384125e-06,1.19765625e-01
-2.58380125e-06,1.39968750e-01
-2.58376125e-06,1.43109375e-01
-2.58372125e-06,1.12921875e-01
-2.58368125e-06,9.91406250e-02
-2.58364125e-06,9.09687500e-02
-2.58360125e-06,2.79843750e-02
-2.58356125e-06,-1.07187500e-02
-2.58352125e-06,-1.78125000e-02
-2.58348125e-06,-1.45312500e-02
-2.58344125e-06,-4.14062500e-03
-2.58340125e-06,-8.68750000e-03
-2.58336125e-06,3.33906250e-02
-2.58332125e-06,8.74531250e-02
-2.58328125e-06,1.01531250e-01
-2.58324125e-06,1.18296875e-01
-2.58320125e-06,1.35671875e-01
-2.58316125e-06,1.47437500e-01
-2.58312125e-06,1.15781250e-01
-2.58308125e-06,5.80156250e-02
-2.58304125e-06,4.45312500e-02
-2.58300125e-06,2.28750000e-02
-2.58296125e-06,-1.80937500e-02
-2.58292125e-06,-3.05937500e-02
-2.58288125e-06,-1.82500000e-02
-2.58284125e-06,1.29687500e-02
-2.58280125e-06,3.49531250e-02
-2.58276125e-06,5.41562500e-02
-2.58272125e-06,9.64218750e-02
-2.58268125e-06,1.34437500e-01
-2.58264125e-06,1.43468750e-01
-2.58260125e-06,1.26750000e-01
-2.58256125e-06,1.15531250e-01
-2.58252125e-06,1.02781250e-01
-2.58248125e-06,5.27500000e-02
-2.58244125e-06,2.14062500e-03
-2.58240125e-06,-1.52656250e-02
-2.58236125e-06,-1.26718750e-02
-2.58232125e-06,-1.39218750e-02
-2.58228125e-06,-1.58593750e-02
-2.58224125e-06,2.44062500e-02
-2.58220125e-06,7.35937500e-02
-2.58216125e-06,9.18593750e-02
-2.58212125e-06,1.12453125e-01
-2.58208125e-06,1.34703125e-01
-2.58204125e-06,1.49343750e-01
-2.58200125e-06,1.32187500e-01
-2.58196125e-06,8.47031250e-02
-2.58192125e-06,6.16718750e-02
-2.58188125e-06,3.72343750e-02
-2.58184125e-06,8.75000000e-04
-2.58180125e-06,-2.34218750e-02
-2.58176125e-06,-3.20625000e-02
-2.58172125e-06,2.32812500e-03
-2.58168125e-06,2.52343750e-02
-2.58164125e-06,3.45156250e-02
-2.58160125e-06,8.88750000e-02
-2.58156125e-06,1.26781250e-01
-2.58152125e-06,1.37515625e-01
-2.58148125e-06,1.35906250e-01
-2.58144125e-06,1.21218750e-01
-2.58140125e-06,1.16218750e-01
-2.58136125e-06,7.44375000e-02
-2.58132125e-06,2.03750000e-02
-2.58128125e-06,-3.26562500e-03
-2.58124125e-06,-1.73437500e-02
-2.58120125e-06,-2.00937500e-02
-2.58116125e-06,-2.50468750e-02
-2.58112125e-06,7.15625000e-03
-2.58108125e-06,6.03125000e-02
-2.58104125e-06,7.73593750e-02
-2.58100125e-06,1.03406250e-01
-2.58096125e-06,1.25453125e-01
-2.58092125e-06,1.38140625e-01
-2.58088125e-06,1.40328125e-01
-2.58084125e-06,9.77343750e-02
-2.58080125e-06,6.97812500e-02
-2.58076125e-06,4.91406250e-02
-2.58072125e-06,3.89062500e-03
-2.58068125e-06,-2.17656250e-02
-2.58064125e-06,-2.56250000e-02
-2.58060125e-06,-5.79687500e-03
-2.58056125e-06,9.46875000e-03
-2.58052125e-06,1.74062500e-02
-2.58048125e-06,6.93281250e-02
-2.58044125e-06,1.14640625e-01
-2.58040125e-06,1.26171875e-01
-2.58036125e-06,1.34187500e-01
-2.58032125e-06,1.34359375e-01
-2.58028125e-06,1.27875000e-01
-2.58024125e-06,8.57343750e-02
-2.58020125e-06,2.73281250e-02
-2.58016125e-06,1.06406250e-02
-2.58012125e-06,2.65625000e-03
-2.58008125e-06,-1.97187500e-02
-2.58004125e-06,-2.97343750e-02
-2.58000125e-06,-7.03125000e-03
-2.57996125e-06,3.79062500e-02
-2.57992125e-06,6.89687500e-02
-2.57988125e-06,9.22812500e-02
-2.57984125e-06,1.23906250e-01
-2.57980125e-06,1.48140625e-01
-2.57976125e-06,1.36890625e-01
-2.57972125e-06,1.03250000e-01
-2.57968125e-06,8.63906250e-02
-2.57964125e-06,6.48125000e-02
-2.57960125e-06,2.53750000e-02
-2.57956125e-06,-1.33281250e-02
-2.57952125e-06,-2.86562500e-02
-2.57948125e-06,-4.90625000e-03
-2.57944125e-06,5.43750000e-03
-2.57940125e-06,5.53125000e-03
-2.57936125e-06,5.12343750e-02
-2.57932125e-06,1.00500000e-01
-2.57928125e-06,1.17281250e-01
-2.57924125e-06,1.19437500e-01
-2.57920125e-06,1.27609375e-01
-2.57916125e-06,1.39343750e-01
-2.57912125e-06,1.07109375e-01
-2.57908125e-06,4.66875000e-02
-2.57904125e-06,1.65468750e-02
-2.57900125e-06,3.43750000e-03
-2.57896125e-06,-1.80000000e-02
-2.57892125e-06,-3.68750000e-02
-2.57888125e-06,-2.27187500e-02
-2.57884125e-06,1.53125000e-02
-2.57880125e-06,4.98593750e-02
-2.57876125e-06,8.47343750e-02
-2.57872125e-06,1.07812500e-01
-2.57868125e-06,1.40968750e-01
-2.57864125e-06,1.60078125e-01
-2.57860125e-06,1.18328125e-01
-2.57856125e-06,9.33750000e-02
-2.57852125e-06,7.89375000e-02
-2.57848125e-06,3.30625000e-02
-2.57844125e-06,-1.73437500e-03
-2.57840125e-06,-2.62343750e-02
-2.57836125e-06,-1.94375000e-02
-2.57832125e-06,-1.00000000e-03
-2.57828125e-06,-7.18750000e-04
-2.57824125e-06,3.94062500e-02
-2.57820125e-06,8.71406250e-02
-2.57816125e-06,1.05625000e-01
-2.57812125e-06,1.23593750e-01
-2.57808125e-06,1.35578125e-01
-2.57804125e-06,1.40187500e-01
-2.57800125e-06,1.09656250e-01
-2.57796125e-06,5.98437500e-02
-2.57792125e-06,3.76562500e-02
-2.57788125e-06,1.46406250e-02
-2.57784125e-06,-1.32656250e-02
-2.57780125e-06,-3.07656250e-02
-2.57776125e-06,-2.70781250e-02
-2.57772125e-06,7.15625000e-03
-2.57768125e-06,4.28593750e-02
-2.57764125e-06,6.88437500e-02
-2.57760125e-06,9.97812500e-02
-2.57756125e-06,1.35859375e-01
-2.57752125e-06,1.48125000e-01
-2.57748125e-06,1.24906250e-01
-2.57744125e-06,1.02046875e-01
-2.57740125e-06,8.87031250e-02
-2.57736125e-06,5.25156250e-02
-2.57732125e-06,1.56250000e-03
-2.57728125e-06,-1.86250000e-02
-2.57724125e-06,-1.79062500e-02
-2.57720125e-06,-2.04687500e-02
-2.57716125e-06,-5.56250000e-03
-2.57712125e-06,2.89531250e-02
-2.57708125e-06,6.74687500e-02
-2.57704125e-06,1.03000000e-01
-2.57700125e-06,1.20921875e-01
-2.57696125e-06,1.30859375e-01
-2.57692125e-06,1.46359375e-01
-2.57688125e-06,1.32000000e-01
-2.57684125e-06,7.90781250e-02
-2.57680125e-06,3.71406250e-02
-2.57676125e-06,2.39062500e-02
-2.57672125e-06,4.71875000e-03
-2.57668125e-06,-2.61875000e-02
-2.57664125e-06,-2.46250000e-02
-2.57660125e-06,4.37500000e-03
-2.57656125e-06,2.43437500e-02
-2.57652125e-06,5.13125000e-02
-2.57648125e-06,9.11718750e-02
-2.57644125e-06,1.24906250e-01
-2.57640125e-06,1.38921875e-01
-2.57636125e-06,1.26203125e-01
-2.57632125e-06,1.15015625e-01
-2.57628125e-06,1.05093750e-01
-2.57624125e-06,6.58906250e-02
-2.57620125e-06,2.10468750e-02
-2.57616125e-06,-9.43750000e-03
-2.57612125e-06,-2.17500000e-02
-2.57608125e-06,-1.29375000e-02
-2.57604125e-06,-1.32187500e-02
-2.57600125e-06,4.29687500e-03
-2.57596125e-06,6.21250000e-02
-2.57592125e-06,9.46250000e-02
-2.57588125e-06,1.08015625e-01
-2.57584125e-06,1.27968750e-01
-2.57580125e-06,1.37343750e-01
-2.57576125e-06,1.33437500e-01
-2.57572125e-06,8.93281250e-02
-2.57568125e-06,5.47968750e-02
-2.57564125e-06,4.86562500e-02
-2.57560125e-06,7.60937500e-03
-2.57556125e-06,-2.25156250e-02
-2.57552125e-06,-2.02968750e-02
-2.57548125e-06,-3.95312500e-03
-2.57544125e-06,1.86406250e-02
-2.57540125e-06,3.18281250e-02
-2.57536125e-06,7.35625000e-02
-2.57532125e-06,1.18562500e-01
-2.57528125e-06,1.37046875e-01
-2.57524125e-06,1.39156250e-01
-2.57520125e-06,1.22640625e-01
-2.57516125e-06,1.13921875e-01
-2.57512125e-06,8.05781250e-02
-2.57508125e-06,2.38281250e-02
-2.57504125e-06,5.78125000e-04
-2.57500125e-06,-7.20312500e-03
-2.57496125e-06,-1.32656250e-02
-2.57492125e-06,-1.61406250e-02
-2.57488125e-06,9.06250000e-04
-2.57484125e-06,5.11250000e-02
-2.57480125e-06,8.40000000e-02
-2.57476125e-06,9.91562500e-02
-2.57472125e-06,1.28703125e-01
-2.57468125e-06,1.48015625e-01
-2.57464125e-06,1.41875000e-01
-2.57460125e-06,1.03421875e-01
-2.57456125e-06,6.40156250e-02
-2.57452125e-06,4.82187500e-02
-2.57448125e-06,1.38125000e-02
-2.57444125e-06,-2.23593750e-02
-2.57440125e-06,-2.95781250e-02
-2.57436125e-06,-7.48437500e-03
-2.57432125e-06,1.77343750e-02
-2.57428125e-06,2.69687500e-02
-2.57424125e-06,6.97500000e-02
-2.57420125e-06,1.14343750e-01
-2.57416125e-06,1.26531250e-01
-2.57412125e-06,1.34656250e-01
-2.57408125e-06,1.29359375e-01
-2.57404125e-06,1.26406250e-01
-2.57400125e-06,9.86093750e-02
-2.57396125e-06,3.77187500e-02
-2.57392125e-06,6.01562500e-03
-2.57388125e-06,-5.98437500e-03
-2.57384125e-06,-1.67968750e-02
-2.57380125e-06,-2.44062500e-02
-2.57376125e-06,-7.67187500e-03
-2.57372125e-06,3.89218750e-02
-2.57368125e-06,6.80156250e-02
-2.57364125e-06,9.25000000e-02
-2.57360125e-06,1.21281250e-01
-2.57356125e-06,1.39453125e-01
-2.57352125e-06,1.45328125e-01
-2.57348125e-06,1.09890625e-01
-2.57344125e-06,7.49531250e-02
-2.57340125e-06,5.93125000e-02
-2.57336125e-06,2.52187500e-02
-2.57332125e-06,-9.46875000e-03
-2.57328125e-06,-2.71250000e-02
-2.57324125e-06,-1.13750000e-02
-2.57320125e-06,9.68750000e-03
-2.57316125e-06,1.58750000e-02
-2.57312125e-06,5.01093750e-02
-2.57308125e-06,9.63437500e-02
-2.57304125e-06,1.28406250e-01
-2.57300125e-06,1.40171875e-01
-2.57296125e-06,1.27609375e-01
-2.57292125e-06,1.26984375e-01
-2.57288125e-06,1.07234375e-01
-2.57284125e-06,4.16093750e-02
-2.57280125e-06,1.02656250e-02
-2.57276125e-06,9.09375000e-03
-2.57272125e-06,-1.29843750e-02
-2.57268125e-06,-2.58750000e-02
-2.57264125e-06,-1.54218750e-02
-2.57260125e-06,1.88750000e-02
-2.57256125e-06,6.57343750e-02
-2.57252125e-06,8.78437500e-02
-2.57248125e-06,1.04828125e-01
-2.57244125e-06,1.41343750e-01
-2.57240125e-06,1.54562500e-01
-2.57236125e-06,1.17484375e-01
-2.57232125e-06,7.73593750e-02
-2.57228125e-06,6.43125000e-02
-2.57224125e-06,3.87031250e-02
-2.57220125e-06,-4.71875000e-03
-2.57216125e-06,-2.48125000e-02
-2.57212125e-06,-1.61406250e-02
-2.57208125e-06,1.43750000e-03
-2.57204125e-06,1.17187500e-02
-2.57200125e-06,3.98906250e-02
-2.57196125e-06,9.69218750e-02
-2.57192125e-06,1.28062500e-01
-2.57188125e-06,1.33125000e-01
-2.57184125e-06,1.34390625e-01
-2.57180125e-06,1.31296875e-01
-2.57176125e-06,1.17625000e-01
-2.57172125e-06,6.34843750e-02
-2.57168125e-06,2.01406250e-02
-2.57164125e-06,9.67187500e-03
-2.57160125e-06,-1.19375000e-02
-2.57156125e-06,-2.55000000e-02
-2.57152125e-06,-2.44531250e-02
-2.57148125e-06,1.10937500e-02
-2.57144125e-06,5.72187500e-02
-2.57140125e-06,7.15000000e-02
-2.57136125e-06,1.02906250e-01
-2.57132125e-06,1.37234375e-01
-2.57128125e-06,1.49765625e-01
-2.57124125e-06,1.34234375e-01
-2.57120125e-06,9.39062500e-02
-2.57116125e-06,7.83750000e-02
-2.57112125e-06,5.27343750e-02
-2.57108125e-06,2.26562500e-03
-2.57104125e-06,-2.93125000e-02
-2.57100125e-06,-2.79843750e-02
-2.57096125e-06,-3.31250000e-03
-2.57092125e-06,3.96875000e-03
-2.57088125e-06,2.60000000e-02
-2.57084125e-06,8.37500000e-02
-2.57080125e-06,1.14234375e-01
-2.57076125e-06,1.23250000e-01
-2.57072125e-06,1.29453125e-01
-2.57068125e-06,1.30375000e-01
-2.57064125e-06,1.24578125e-01
-2.57060125e-06,7.80000000e-02
-2.57056125e-06,3.29687500e-02
-2.57052125e-06,1.66406250e-02
-2.57048125e-06,-1.29375000e-02
-2.57044125e-06,-2.35000000e-02
-2.57040125e-06,-2.15468750e-02
-2.57036125e-06,-8.76562500e-03
-2.57032125e-06,4.58125000e-02
-2.57028125e-06,7.17812500e-02
-2.57024125e-06,8.66250000e-02
-2.57020125e-06,1.31843750e-01
-2.57016125e-06,1.46656250e-01
-2.57012125e-06,1.29375000e-01
-2.57008125e-06,9.98593750e-02
-2.57004125e-06,7.64843750e-02
-2.57000125e-06,5.41406250e-02
-2.56996125e-06,9.23437500e-03
-2.56992125e-06,-1.87187500e-02
-2.56988125e-06,-1.89218750e-02
-2.56984125e-06,-5.96875000e-03
-2.56980125e-06,1.37500000e-03
-2.56976125e-06,1.18593750e-02
-2.56972125e-06,7.04375000e-02
-2.56968125e-06,1.14031250e-01
-2.56964125e-06,1.18421875e-01
-2.56960125e-06,1.28703125e-01
-2.56956125e-06,1.33359375e-01
-2.56952125e-06,1.32531250e-01
-2.56948125e-06,9.27968750e-02
-2.56944125e-06,3.68125000e-02
-2.56940125e-06,2.10625000e-02
-2.56936125e-06,-1.28125000e-03
-2.56932125e-06,-2.93906250e-02
-2.56928125e-06,-2.95781250e-02
-2.56924125e-06,-1.95312500e-03
-2.56920125e-06,3.46562500e-02
-2.56916125e-06,5.47187500e-02
-2.56912125e-06,8.70156250e-02
-2.56908125e-06,1.28890625e-01
-2.56904125e-06,1.44187500e-01
-2.56900125e-06,1.30921875e-01
-2.56896125e-06,1.08328125e-01
-2.56892125e-06,9.45000000e-02
-2.56888125e-06,6.33125000e-02
-2.56884125e-06,1.45156250e-02
-2.56880125e-06,-1.30781250e-02
-2.56876125e-06,-2.24687500e-02
-2.56872125e-06,-1.55781250e-02
-2.56868125e-06,-1.32812500e-03
-2.56864125e-06,7.78125000e-03
-2.56860125e-06,5.17187500e-02
-2.56856125e-06,1.01906250e-01
-2.56852125e-06,1.15203125e-01
-2.56848125e-06,1.26250000e-01
-2.56844125e-06,1.32031250e-01
-2.56840125e-06,1.28062500e-01
-2.56836125e-06,9.60156250e-02
-2.56832125e-06,4.64687500e-02
-2.56828125e-06,2.93906250e-02
-2.56824125e-06,7.93750000e-03
-2.56820125e-06,-1.83750000e-02
-2.56816125e-06,-2.89375000e-02
-2.56812125e-06,-1.45000000e-02
-2.56808125e-06,3.05312500e-02
-2.56804125e-06,5.10781250e-02
-2.56800125e-06,7.60625000e-02
-2.56796125e-06,1.25671875e-01
-2.56792125e-06,1.48531250e-01
-2.56788125e-06,1.43359375e-01
-2.56784125e-06,1.13921875e-01
-2.56780125e-06,9.57187500e-02
-2.56776125e-06,7.97656250e-02
-2.56772125e-06,2.88125000e-02
-2.56768125e-06,-7.76562500e-03
-2.56764125e-06,-2.14218750e-02
-2.56760125e-06,-1.96406250e-02
-2.56756125e-06,-6.85937500e-03
-2.56752125e-06,4.35937500e-03
-2.56748125e-06,5.00156250e-02
-2.56744125e-06,1.01687500e-01
-2.56740125e-06,1.15593750e-01
-2.56736125e-06,1.23109375e-01
-2.56732125e-06,1.38593750e-01
-2.56728125e-06,1.38562500e-01
-2.56724125e-06,1.01890625e-01
-2.56720125e-06,5.55000000e-02
-2.56716125e-06,2.91875000e-02
-2.56712125e-06,8.10937500e-03
-2.56708125e-06,-1.37500000e-02
-2.56704125e-06,-2.96562500e-02
-2.56700125e-06,-1.31718750e-02
-2.56696125e-06,2.56562500e-02
-2.56692125e-06,4.55937500e-02
-2.56688125e-06,7.77812500e-02
-2.56684125e-06,1.19703125e-01
-2.56680125e-06,1.39281250e-01
-2.56676125e-06,1.46593750e-01
-2.56672125e-06,1.23265625e-01
-2.56668125e-06,9.80312500e-02
-2.56664125e-06,8.63125000e-02
-2.56660125e-06,3.64843750e-02
-2.56656125e-06,-7.53125000e-03
-2.56652125e-06,-1.55625000e-02
-2.56648125e-06,-1.98593750e-02
-2.56644125e-06,-1.17656250e-02
-2.56640125e-06,5.98437500e-03
-2.56636125e-06,4.50781250e-02
-2.56632125e-06,8.99375000e-02
-2.56628125e-06,1.00796875e-01
-2.56624125e-06,1.17250000e-01
-2.56620125e-06,1.42656250e-01
-2.56616125e-06,1.41156250e-01
-2.56612125e-06,1.12515625e-01
-2.56608125e-06,6.29531250e-02
-2.56604125e-06,3.30156250e-02
-2.56600125e-06,1.96250000e-02
-2.56596125e-06,-1.38125000e-02
-2.56592125e-06,-3.66562500e-02
-2.56588125e-06,-1.88437500e-02
-2.56584125e-06,2.13281250e-02
-2.56580125e-06,4.67343750e-02
-2.56576125e-06,6.59531250e-02
-2.56572125e-06,9.97343750e-02
-2.56568125e-06,1.34609375e-01
-2.56564125e-06,1.50015625e-01
-2.56560125e-06,1.23546875e-01
-2.56556125e-06,9.79531250e-02
-2.56552125e-06,9.23593750e-02
-2.56548125e-06,5.17187500e-02
-2.56544125e-06,1.31250000e-03
-2.56540125e-06,-1.52031250e-02
-2.56536125e-06,-1.03125000e-02
-2.56532125e-06,-5.75000000e-03
-2.56528125e-06,-6.10937500e-03
-2.56524125e-06,2.73125000e-02
-2.56520125e-06,8.33593750e-02
-2.56516125e-06,1.09656250e-01
-2.56512125e-06,1.18578125e-01
-2.56508125e-06,1.28484375e-01
-2.56504125e-06,1.35890625e-01
-2.56500125e-06,1.19484375e-01
-2.56496125e-06,7.23906250e-02
-2.56492125e-06,3.85781250e-02
-2.56488125e-06,1.84062500e-02
-2.56484125e-06,-4.93750000e-03
-2.56480125e-06,-2.58281250e-02
-2.56476125e-06,-2.74531250e-02
-2.56472125e-06,9.98437500e-03
-2.56468125e-06,3.66875000e-02
-2.56464125e-06,5.92656250e-02
-2.56460125e-06,1.03593750e-01
-2.56456125e-06,1.23453125e-01
-2.56452125e-06,1.37046875e-01
-2.56448125e-06,1.27093750e-01
-2.56444125e-06,1.00703125e-01
-2.56440125e-06,9.62343750e-02
-2.56436125e-06,4.62812500e-02
-2.56432125e-06,-7.18750000e-03
-2.56428125e-06,-1.52812500e-02
-2.56424125e-06,-1.52031250e-02
-2.56420125e-06,-4.60937500e-03
-2.56416125e-06,-1.90625000e-03
-2.56412125e-06,2.74375000e-02
-2.56408125e-06,7.98906250e-02
-2.56404125e-06,1.00656250e-01
-2.56400125e-06,1.19015625e-01
-2.56396125e-06,1.31625000e-01
-2.56392125e-06,1.36453125e-01
-2.56388125e-06,1.23718750e-01
